CATEGORY,SUBCATEGORY,revenue,units,profit,margin_pct
Labels,Self-Adhesive Address Labels for Typewriters with Dispenser Box,26.56,9,8.96,33.73
Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",26.08,9,9.65,37.00
Binders,Avery Binder Labels,26.07,8,9.88,37.90
Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",25.99,12,10.67,41.05
Accessories,SanDisk Cruzer 4 GB USB Flash Drive,25.96,5,5.52,21.26
Art,Newell 340,25.92,9,7.52,29.01
Paper,Xerox 1985,25.92,5,9.07,34.99
Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",25.82,25,-4.93,-19.09
Fasteners,Bagged Rubber Bands,25.70,21,0.30,1.17
Paper,"""While you Were Out"" Message Book, One Form per Page",25.22,8,10.39,41.20
Fasteners,Colored Push Pins,24.97,15,7.60,30.44
Fasteners,Translucent Push Pins by OIC,24.55,15,5.84,23.79
Art,Newell 329,24.27,8,4.85,19.98
Art,BIC Brite Liner Grip Highlighters,24.27,17,8.94,36.84
Labels,Avery 507,24.19,10,8.64,35.72
Labels,Avery 497,24.02,8,11.21,46.67
Supplies,Serrated Blade or Curved Handle Hand Letter Openers,23.86,9,-4.12,-17.27
Art,Newell 338,23.52,8,6.35,27.00
Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",23.33,8,4.91,21.05
Binders,Self-Adhesive Ring Binder Labels,22.88,11,2.36,10.31
Art,Sanford Pocket Accent Highlighters,22.40,14,9.64,43.04
Labels,Avery 510,21.75,7,8.10,37.24
Art,Newell 323,21.17,14,3.76,17.76
Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",20.65,5,9.50,46.00
Art,Avery Hi-Liter Fluorescent Desk Style Markers,20.28,6,7.50,36.98
Paper,Rediform S.O.S. Phone Message Books,19.92,4,9.76,49.00
Fasteners,Sterling Rubber Bands by Alliance,19.78,5,-3.77,-19.06
Furnishings,Nu-Dell EZ-Mount Plastic Wall Frames,19.70,8,0.79,4.01
Fasteners,Acco Glide Clips,19.60,5,9.60,48.98
Art,Newell 307,19.29,12,3.57,18.51
Accessories,Maxell 4.7GB DVD-R 5/Pack,19.00,21,7.37,38.79
Paper,Unpadded Memo Slips,18.31,5,8.36,45.66
Paper,Loose Memo Sheets,18.25,5,8.58,47.01
Art,12 Colored Short Pencils,18.20,8,3.02,16.59
Appliances,Hoover Commercial Lightweight Upright Vacuum,18.09,8,-2.51,-13.88
Art,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",17.94,3,6.46,36.01
Labels,Avery 502,17.64,7,6.17,34.98
Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",17.64,8,5.75,32.60
Binders,Insertable Tab Indexes For Data Binders,17.49,13,-4.83,-27.62
Paper,Xerox 1901,16.90,4,5.28,31.24
Labels,Avery 479,16.70,7,6.84,40.96
Binders,Wilson Jones Suede Grain Vinyl Binders,16.40,8,5.06,30.85
Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",16.18,5,6.74,41.66
Accessories,Maxell CD-R Discs,15.76,9,3.70,23.48
Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",15.62,13,7.08,45.33
Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",15.55,3,5.64,36.27
Art,"Quartet Alpha White Chalk, 12/Pack",15.47,8,6.10,39.43
Paper,Wirebound Voice Message Log Book,15.23,4,4.95,32.50
Art,Boston 1900 Electric Pencil Sharpener,14.98,1,4.49,29.97
Labels,Color-Coded Legal Exhibit Labels,14.73,3,7.22,49.02
Art,SANFORD Liquid Accent Tank-Style Highlighters,14.20,5,4.40,30.99
Supplies,Acme Serrated Blade Letter Opener,13.99,5,-1.75,-12.51
Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,13.86,8,2.29,16.52
Art,Design Ebony Sketching Pencil,13.62,11,2.30,16.89
Accessories,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,13.62,2,3.57,26.21
Fasteners,Alliance Rubber Bands,13.44,8,0.54,4.02
Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",13.07,7,-0.51,-3.90
Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",13.00,5,1.30,10.00
Fasteners,OIC Thumb-Tacks,12.99,13,5.15,39.65
Paper,Xerox 1984,12.96,2,6.35,49.00
Paper,Xerox 1922,11.95,3,4.33,36.23
Accessories,Maxell 4.7GB DVD+R 5/Pack,11.69,13,4.60,39.35
Labels,Avery 482,11.56,4,5.43,46.97
Paper,Xerox 1969,11.56,2,5.66,48.96
Binders,Acco Economy Flexible Poly Round Ring Binder,11.48,6,-5.75,-50.09
Binders,Computer Printout Index Tabs,11.08,15,-2.02,-18.23
Binders,Storex Flexible Poly Binders with Double Pockets,10.83,9,-2.00,-18.47
Art,Newell 337,10.50,4,1.18,11.24
Supplies,Letter Slitter,10.08,4,0.30,2.98
Art,Newell 342,9.84,3,2.85,28.96
Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,9.76,6,0.44,4.51
Phones,PNY Rapid USB Car Charger - Black,9.59,2,-2.08,-21.69
Supplies,Kleencut Forged Office Shears by Acme United Corporation,9.57,5,2.29,23.93
Labels,Avery 484,9.22,4,3.34,36.23
Art,Newell 308,8.40,5,2.10,25.00
Fasteners,Stockwell Gold Paper Clips,8.10,5,3.40,41.98
Art,4009 Highlighters,8.04,6,2.73,33.96
Paper,Xerox 1989,7.97,2,2.69,33.75
Art,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,7.70,2,3.16,41.04
Envelopes,Grip Seal Envelopes,7.07,2,2.39,33.80
Paper,Xerox 20,6.48,1,3.11,47.99
Labels,Avery 5,5.76,2,2.82,48.96
Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.62,2,-4.47,-275.93
